index,target_x,target_y,target_z,target_rx,target_ry,target_rz,known_j1,known_j2,known_j3,known_j4,known_j5,known_j6,init_j1,init_j2,init_j3,init_j4,init_j5,init_j6,solved_j1,solved_j2,solved_j3,solved_j4,solved_j5,solved_j6,j1_error_signed,j1_error_abs,j2_error_signed,j2_error_abs,j3_error_signed,j3_error_abs,j4_error_signed,j4_error_abs,j5_error_signed,j5_error_abs,j6_error_signed,j6_error_abs,joint_error_mean,joint_error_max,joint_error_rms,joint_error_total,fk_pos_error_x,fk_pos_error_y,fk_pos_error_z,fk_pos_error_norm,known_fk_pos_error,converged,status,quality
0,181.6,-5.2,204.5,1.64,55.06,-3.23,-0.17,23.37,16.17,4.3,-74.61,-2.9,-0.17,23.37,16.17,4.3,-74.61,-2.9,-0.1553328910786268,23.369908503101666,16.193546472300213,4.313765975093859,-74.63435095153922,-182.91006562406446,0.014667108921372574,0.014667108921372574,-9.149689833520824e-05,9.149689833520824e-05,0.023546472300211008,0.023546472300211008,0.013765975093861016,0.013765975093861016,-0.024350951539219068,0.024350951539219068,179.98993437593555,179.98993437593555,30.011059396781423,179.98993437593555,73.48058476982578,180.06635638068855,7.105427357601002e-13,-1.4210854715202004e-14,-5.684341886080802e-14,7.129544880291935e-13,0.05388605810913387,True,success,excellent
1,188.2,-41.9,215.5,-9.02,53.72,-20.86,-13.62,26.19,5.8,-3.42,-67.85,-2.98,-0.1553328910786268,23.369908503101666,16.193546472300213,4.313765975093859,-74.63435095153922,-182.91006562406446,-13.623689902644687,26.161881102856107,5.812796408550801,-3.419840148670788,-67.83513977103193,-182.9895659635193,-0.0036899026446803873,0.0036899026446803873,-0.028118897143883714,0.028118897143883714,0.012796408550798333,0.012796408550798333,0.00015985132921514378,0.00015985132921514378,0.014860228968075262,0.014860228968075262,179.99043403648068,179.99043403648068,30.00834322085289,179.99043403648068,73.48078834353971,180.05005932511733,-4.490630090003833e-12,1.1887379969266476e-11,-1.0345502232667059e-11,1.6386121493052734e-11,0.058496317223529076,True,success,excellent
2,185.5,107.8,198.1,15.66,55.25,24.1,38.05,44.03,-13.71,28.65,-70.75,-19.07,-13.623689902644687,26.161881102856107,5.812796408550801,-3.419840148670788,-67.83513977103193,-182.9895659635193,38.051583633657,44.0049070062851,-13.650448626377266,28.64675006187234,-70.78943080236712,-199.05605129874783,0.0015836336569918785,0.0015836336569918785,-0.025092993714906697,0.025092993714906697,0.05955137362272467,0.05955137362272467,-0.0032499381276522854,0.0032499381276522854,-0.03943080236712149,0.03943080236712149,-179.98605129874784,179.98605129874784,30.019160006706205,179.98605129874784,73.47900426425463,180.11496004023724,5.684341886080802e-14,2.842170943040401e-14,2.842170943040401e-14,6.961868572213853e-14,0.0691282862860536,True,success,excellent
3,168.6,4.7,249.1,85.23,-38.17,8.53,23.11,58.44,-84.9,78.57,-103.88,9.84,38.051583633657,44.0049070062851,-13.650448626377266,28.64675006187234,-70.78943080236712,-199.05605129874783,23.102898404345193,56.67278632579813,-81.49927670936167,78.96902469238981,-104.19711484709701,-168.5157350941258,-0.007101595654802395,0.007101595654802395,-1.7672136742018552,1.7672136742018552,3.400723290638325,3.400723290638325,0.3990246923898155,0.3990246923898155,-0.31711484709700244,0.31711484709700244,-178.3557350941258,178.3557350941258,30.7078188656846,178.3557350941258,72.83052935525481,184.2469131941076,-1.4210854715202004e-13,-3.197442310920451e-14,-8.526512829121202e-14,1.687819451521435e-13,0.08911706939335627,True,success,excellent
4,212.0,10.3,198.3,86.67,-37.0,25.53,20.56,73.56,-84.99,87.97,-86.57,25.83,23.102898404345193,56.67278632579813,-81.49927670936167,78.96902469238981,-104.19711484709701,-168.5157350941258,20.569068429144416,72.77928830707809,-83.51267885512502,87.9340516570465,-86.60366717301052,-153.55698308817927,0.00906842914440631,0.00906842914440631,-0.7807116929218978,0.7807116929218978,1.4773211448749635,1.4773211448749635,-0.03594834295350324,0.03594834295350324,-0.03366717301054223,0.03366717301054223,-179.38698308817925,179.38698308817925,30.28728331184743,179.38698308817925,73.23760896104947,181.72369987108456,-2.842170943040401e-14,1.2434497875801753e-14,2.842170943040401e-14,4.207379078851762e-14,0.058030016099277174,True,success,excellent
5,187.8,18.8,174.7,97.47,-35.08,-1.23,24.34,77.16,-84.46,93.69,-111.79,29.88,20.569068429144416,72.77928830707809,-83.51267885512502,87.9340516570465,-86.60366717301052,-153.55698308817927,24.322493460015647,75.74430572443647,-81.70267028768076,94.22223166779838,-111.67648022039056,-148.69327458302703,-0.017506539984367464,0.017506539984367464,-1.41569427556351,1.41569427556351,2.7573297123192333,2.7573297123192333,0.5322316677983849,0.5322316677983849,0.11351977960944737,0.11351977960944737,-178.57327458302703,178.57327458302703,30.568259426383662,178.57327458302703,72.91355374288214,183.40955655830197,-2.5579538487363607e-13,-5.684341886080802e-14,-1.4210854715202004e-13,2.980894033072876e-13,0.09996915433923885,True,success,excellent
6,180.4,-4.7,220.4,-91.96,-23.52,-3.74,-21.62,65.65,-85.25,-85.86,-106.69,-3.6,24.322493460015647,75.74430572443647,-81.70267028768076,94.22223166779838,-111.67648022039056,-148.69327458302703,-21.613360738464365,65.81775672075054,-85.56699651132806,274.1751736566416,-106.68222321052758,-183.44067442764356,0.006639261535639207,0.006639261535639207,0.16775672075053194,0.16775672075053194,-0.31699651132805684,0.31699651132805684,0.03517365664163208,0.03517365664163208,0.007776789472416112,0.007776789472416112,-179.84067442764356,179.84067442764356,30.062502894561973,179.84067442764356,73.41979541131897,180.37501736737184,2.842170943040401e-14,-2.842170943040401e-14,-2.842170943040401e-14,4.9227844771419234e-14,0.03132524503329975,True,success,excellent
7,176.0,16.5,259.6,-75.76,-24.16,-11.2,-15.29,58.62,-85.34,-73.91,-92.9,3.42,-21.613360738464365,65.81775672075054,-85.56699651132806,274.1751736566416,-106.68222321052758,-183.44067442764356,-15.301866745297382,58.26418266978194,-84.65524742839753,286.0739260108412,-92.99743222240225,-176.8769696928378,-0.011866745297368197,0.011866745297368197,-0.35581733021805917,0.35581733021805917,0.6847525716024734,0.6847525716024734,-0.016073989158826407,0.016073989158826407,-0.09743222240223304,0.09743222240223304,179.70303030716218,179.70303030716218,30.144828860973522,179.70303030716218,73.36414256508918,180.86897316584114,-1.3324557215810273e-05,3.6451701461714947e-06,-8.542906073216727e-06,1.6242300778145464e-05,0.03562802803011182,True,success,excellent
8,213.0,6.7,210.0,-75.9,-29.2,-27.0,-15.46,73.38,-85.16,-78.83,-83.14,-19.33,-15.301866745297382,58.26418266978194,-84.65524742839753,286.0739260108412,-92.99743222240225,-176.8769696928378,-15.481373072317028,74.12467933144148,-86.61873676224958,281.08931199887354,-83.02759088675866,-198.62372280117015,-0.021373072317032893,0.021373072317032893,0.744679331441489,0.744679331441489,-1.4587367622496004,1.4587367622496004,-0.08068800112641838,0.08068800112641838,0.11240911324134117,0.11240911324134117,-179.29372280117013,179.29372280117013,30.28526818025767,179.29372280117013,73.19943203254327,181.71160908154602,-5.2153836804791354e-11,1.4050094421236281e-11,-1.2107648217352107e-11,5.5353617696241084e-11,0.09030270917634814,True,success,excellent
9,184.2,6.1,154.0,-89.52,-18.26,12.59,-16.08,84.99,-84.37,-89.82,-118.82,-18.72,-15.481373072317028,74.12467933144148,-86.61873676224958,281.08931199887354,-83.02759088675866,-198.62372280117015,-16.089117773145585,83.47182680690703,-81.43113203905024,269.3970076082265,-118.82704851065408,-200.3391055418057,-0.009117773145590036,0.009117773145590036,-1.518173193092963,1.518173193092963,2.9388679609497785,2.9388679609497785,-0.7829923917735186,0.7829923917735186,-0.007048510654101392,0.007048510654101392,178.3808944581943,178.3808944581943,30.606182381301707,178.3808944581943,72.83691659264373,183.63709428781024,2.842170943040401e-14,2.6645352591003757e-15,8.526512829121202e-14,8.991682499738383e-14,0.09265494280496198,True,success,excellent
